City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
281,Belmonte,BR,-15.8631,-38.8828,71.76,75,0,7.92,clear sky
282,Bedford,GB,52.1346,-0.4663,66.09,85,55,5.5,broken clouds
283,Waspan,NI,14.7419,-83.9717,84.25,79,98,5.01,overcast clouds
284,La'Ie,US,21.6477,-157.9253,87.76,68,46,21.79,scattered clouds
285,Amuntai,ID,-2.4177,115.2494,73.06,89,79,0.76,broken clouds
286,Dudinka,RU,69.4058,86.1778,56.62,72,100,19.93,overcast clouds
287,Korkuteli,TR,37.065,30.1957,70.47,87,2,1.05,clear sky
288,Kavaratti,IN,10.5669,72.642,82.53,75,100,16.62,overcast clouds
289,Los Angeles,US,34.0522,-118.2437,90.81,71,0,12.66,moderate rain
290,Saint-Philippe,RE,-21.3585,55.7679,67.59,80,35,9.31,light rain
291,Devonport,AU,-41.1667,146.35,52.09,95,85,11.72,overcast clouds
292,Kisangani,CD,0.5167,25.2,71.76,94,68,1.16,broken clouds
293,Scone,GB,56.4194,-3.4051,61.21,88,83,1.99,broken clouds
294,San Patricio,US,28.017,-97.5169,99.54,52,0,21.79,clear sky
295,Sam Roi Yot,TH,12.2708,99.872,77.7,84,96,4.88,overcast clouds
296,Sao Vicente,BR,-23.9631,-46.3919,71.78,26,100,1.99,light rain
297,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,0,6.91,clear sky
298,New Norfolk,AU,-42.7826,147.0587,55.92,70,84,5.53,broken clouds
299,Sinabang,ID,2.4803,96.3801,76.87,90,100,7.16,overcast clouds
300,Acarau,BR,-2.8856,-40.12,77.16,85,67,12.57,broken clouds
301,Tralee,IE,52.2704,-9.7026,59.76,96,2,8.79,clear sky
302,Chicoana,AR,-25.1009,-65.5331,66.25,33,68,5.32,broken clouds
303,Meadow Lakes,US,61.6247,-149.6011,62.74,86,100,3.44,light rain
304,Villa Gesell,AR,-37.2639,-56.973,54.05,94,84,8.72,broken clouds
305,Baidoa,SO,3.1138,43.6498,69.51,83,59,12.39,broken clouds
306,Lisala,CD,2.15,21.5167,69.15,99,99,3.27,light rain
307,Kapa'A,US,22.0752,-159.319,93.18,71,40,19.57,scattered clouds
308,Axim,GH,4.8699,-2.2405,75.58,84,97,11.03,overcast clouds
309,Aripuana,BR,-9.1667,-60.6333,84.51,43,78,2.77,broken clouds
310,Bathsheba,BB,13.2167,-59.5167,84.81,79,20,9.22,light rain
311,Puerto Lempira,HN,15.2667,-83.7667,82.54,74,75,11.5,broken clouds
312,Fray Luis Beltran,AR,-39.3167,-65.7667,60.1,35,100,16.22,overcast clouds
313,La Passe,FR,45.5549,-0.8967,75.43,59,34,6.89,scattered clouds
314,Susuman,RU,62.7833,148.1667,50.94,68,67,1.92,broken clouds
315,Mount Isa,AU,-20.7333,139.5,62.37,55,6,3.44,clear sky
316,Queenstown,ZA,-31.8976,26.8753,49.89,89,36,2.57,scattered clouds
317,Zhalantun,CN,48.0,122.7167,62.56,89,99,5.3,overcast clouds
318,Safonovo,RU,55.15,33.2167,52.2,82,4,3.6,clear sky
319,Nuuk,GL,64.1835,-51.7216,41.61,93,100,17.27,fog
320,Verkhnevilyuysk,RU,63.4453,120.3167,63.93,54,0,8.08,clear sky
321,Nikolayevsk-On-Amure,RU,53.1406,140.73,64.44,65,55,2.46,broken clouds
322,Suez,EG,29.9737,32.5263,77.0,66,0,10.67,clear sky
323,Merizo Village,GU,13.2658,144.6691,81.16,97,100,18.88,light rain
324,Oppdal,NO,62.5943,9.6912,46.76,89,97,5.44,overcast clouds
325,Haiku-Pauwela,US,20.9219,-156.3051,84.25,60,40,25.32,scattered clouds
326,Gadzhiyevo,RU,69.2551,33.3362,64.49,75,0,6.29,clear sky
327,Yuzhno-Kurilsk,RU,44.0306,145.8556,67.66,99,100,8.55,overcast clouds
328,Manokwari,ID,-0.8667,134.0833,80.08,68,100,1.7,overcast clouds
329,Harjavalta,FI,61.3167,22.1333,55.13,89,10,5.66,clear sky
330,Farah,AF,32.5,62.5,79.12,22,1,4.9,clear sky
331,El Calafate,AR,-50.3408,-72.2768,35.08,87,28,2.17,scattered clouds
332,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,95,100,7.47,light rain
333,Hermanus,ZA,-34.4187,19.2345,55.11,82,0,10.04,clear sky
334,Slave Lake,CA,55.2834,-114.769,60.78,100,100,5.75,moderate rain
335,Amga,RU,60.8953,131.9608,64.24,51,67,5.48,broken clouds
336,Kotabumi,ID,-4.8333,104.9,72.81,97,75,4.27,broken clouds
337,Codrington,AU,-38.2667,141.9667,51.08,76,62,15.59,broken clouds
338,Port Saint John'S,ZA,-31.6229,29.5448,62.62,85,84,10.02,broken clouds
339,Saynshand,MN,44.8824,110.1163,74.88,43,95,16.08,overcast clouds
340,Gebeit,SD,21.0667,36.3167,86.07,21,2,1.32,clear sky
341,Dammam,SA,26.4344,50.1033,95.11,63,0,6.91,clear sky
342,Jaragua,BR,-15.7569,-49.3344,77.47,26,2,1.36,clear sky
343,Mundemba,CM,4.9479,8.8724,73.13,97,97,2.06,overcast clouds
344,Wanning,CN,18.8003,110.3967,80.74,75,99,4.59,overcast clouds
345,Sijunjung,ID,-0.6876,100.9537,70.7,98,50,0.98,scattered clouds
346,Iquique,CL,-20.2208,-70.1431,66.24,83,21,4.99,few clouds
347,Stjordalshalsen,NO,63.4681,10.9262,58.84,71,19,11.5,few clouds
348,Bawshar,OM,23.5556,58.3989,87.17,89,20,8.05,few clouds
349,Murghob,TJ,38.1702,73.9667,52.77,55,2,3.2,clear sky
350,Kayangel,PW,8.0823,134.7173,81.7,80,70,15.39,broken clouds
351,Tsiombe,MG,-25.3,45.4833,65.53,90,4,6.69,clear sky
352,Olyokminsk,RU,60.3736,120.4264,67.06,83,5,2.48,clear sky
353,Puerto Cabezas,NI,14.0351,-83.3888,85.96,84,40,4.61,scattered clouds
354,Afaahiti,PF,-17.75,-149.2833,82.27,73,95,14.58,overcast clouds
355,Gaalkacyo,SO,6.7697,47.4308,75.6,67,81,20.18,broken clouds
356,Kangding,CN,30.0513,101.9603,62.65,89,100,0.83,overcast clouds
357,Berezovo,RU,63.9381,65.0419,50.79,78,74,7.43,broken clouds
358,Bei'An,CN,24.5399,109.533,78.75,92,70,0.89,broken clouds
359,Mujiayingzi,CN,42.1167,118.7833,70.25,70,1,1.74,clear sky
360,Oum Hadjer,TD,13.2954,19.6966,75.11,89,100,7.27,light rain
361,Dolgorukovo,RU,52.3195,38.3453,60.67,70,35,7.54,scattered clouds
362,Neiafu,TO,-18.65,-173.9833,81.28,74,20,2.3,few clouds
363,Aqadyr,KZ,48.2553,72.8483,68.56,63,91,12.41,overcast clouds
364,Zapolyarnyy,RU,69.4154,30.8136,69.08,77,2,4.07,clear sky
365,Atbasar,KZ,51.8,68.3333,71.01,48,100,14.36,overcast clouds
366,Pangkalpinang,ID,-2.1333,106.1333,75.99,83,65,7.05,broken clouds
367,Laguna,US,38.421,-121.4238,94.53,34,0,5.75,clear sky
368,Alesund,NO,62.4723,6.1549,52.9,89,100,8.05,heavy intensity drizzle
369,Orapa,BW,-21.2833,25.3667,56.71,43,0,16.15,clear sky
370,Lodja,CD,-3.4833,23.4333,74.34,58,21,3.04,few clouds
371,Kapuskasing,CA,49.4169,-82.4331,71.69,77,100,3.44,light rain
372,Tolanaro,MG,-25.0319,46.9987,68.07,88,20,9.22,few clouds
373,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,85,58,11.03,broken clouds
374,Hilo,US,19.7297,-155.09,82.94,76,20,8.05,few clouds
375,Sangju,KR,36.4153,128.1606,72.99,97,100,20.85,moderate rain
376,Jian'Ou,CN,27.0469,118.3253,79.02,96,98,1.23,overcast clouds
377,Nema,RU,57.5067,50.5011,61.75,82,9,3.06,clear sky
378,Al Burayqah,LY,30.4062,19.5739,79.68,71,0,15.97,clear sky
379,Shakhovskaya,RU,56.0283,35.5097,54.37,78,30,7.45,scattered clouds
380,Essaouira,MA,31.5125,-9.77,90.9,62,20,8.05,few clouds
381,Mugia,ES,43.1041,-9.2179,69.91,79,97,14.9,overcast clouds
382,Undurkhaan,MN,47.3194,110.6556,66.02,62,100,3.29,overcast clouds
383,Gantang,CN,26.92,119.6333,81.3,91,57,2.21,broken clouds
384,Saint-Francois,FR,46.4154,3.9054,65.68,77,0,0.0,clear sky
385,Holma,NG,9.9008,13.0567,68.2,95,100,0.83,overcast clouds
386,Margate,GB,51.3813,1.3862,60.69,79,0,4.0,clear sky
387,Constitucion,CL,-35.3333,-72.4167,54.37,85,100,17.13,overcast clouds
388,Guiratinga,BR,-16.3494,-53.7583,81.18,22,0,3.89,clear sky
389,Yarmouth,US,41.7057,-70.2286,82.87,63,20,11.99,few clouds
390,Smithers,CA,54.7804,-127.1743,68.32,49,75,8.05,broken clouds
391,Sergeyevka,KZ,53.88,67.4158,61.25,66,33,8.5,scattered clouds
392,Nemuro,JP,43.3236,145.575,66.4,99,100,12.97,overcast clouds
393,Sarangani,PH,5.4033,125.4636,82.0,76,100,13.38,overcast clouds
394,Inhambane,MZ,-23.865,35.3833,66.7,71,57,11.7,broken clouds
395,Zavetnoye,RU,47.1194,43.8903,82.56,46,33,9.28,scattered clouds
396,La Ronge,CA,55.1001,-105.2842,70.02,43,40,12.66,scattered clouds
397,Saldanha,ZA,-33.0117,17.9442,53.65,76,0,8.05,clear sky
398,Gamay,PH,12.3854,125.2979,82.42,79,100,8.63,overcast clouds
399,Dobroslav,UA,46.8194,30.9432,65.05,52,8,9.17,clear sky
400,Ghadamis,LY,30.1337,9.5007,87.01,26,0,11.25,clear sky
401,Mozarlandia,BR,-14.7447,-50.5706,84.31,21,4,4.92,clear sky
402,Lamu,KE,-2.2717,40.902,75.42,85,18,13.53,few clouds
403,Bubaque,GW,11.2833,-15.8333,80.74,83,84,7.96,broken clouds
404,Genoa,IT,44.4129,8.9573,72.16,78,0,3.44,clear sky
405,Port Douglas,AU,-16.4833,145.4667,71.24,76,91,14.7,overcast clouds
406,Lodeynoye Pole,RU,60.726,33.5531,59.4,99,100,0.45,overcast clouds
407,Armidale,AU,-30.5167,151.65,51.44,58,8,12.1,clear sky
408,Boca Do Acre,BR,-8.7522,-67.3978,79.93,69,98,2.3,overcast clouds
409,Mont-Tremblant,CA,46.1949,-74.6264,72.37,76,70,2.55,broken clouds
410,Magadan,RU,59.5667,150.8,61.54,59,35,3.44,scattered clouds
411,Khandyga,RU,62.6667,135.6,66.83,46,0,2.64,clear sky
412,San Martin,AR,-33.081,-68.4681,61.34,33,54,7.49,broken clouds
413,Bambanglipuro,ID,-7.95,110.2833,68.61,89,69,3.78,broken clouds
414,Hiratacho,JP,35.4333,132.8167,89.62,55,75,9.22,broken clouds
415,Grand-Bassam,CI,5.2118,-3.7388,76.96,87,97,10.8,overcast clouds
416,Mersa Matruh,EG,31.3525,27.2453,80.8,69,0,8.05,clear sky
417,Dhidhdhoo,MV,6.8833,73.1,82.51,77,100,15.35,overcast clouds
418,Fort Mcmurray,CA,56.7268,-111.381,58.59,94,100,12.66,light rain
419,Aykhal,RU,66.0,111.5,60.46,58,94,5.32,overcast clouds
420,Daulatpur,PK,26.5015,67.9706,89.83,57,73,4.45,broken clouds
421,Bardai,NG,11.65,7.2333,71.44,89,99,7.49,light rain
422,Tateyama,JP,34.9833,139.8667,80.85,77,61,9.73,broken clouds
423,Tezu,IN,27.9167,96.1667,76.87,91,94,2.35,moderate rain
424,Parham,AG,17.0968,-61.7705,84.04,46,40,5.99,scattered clouds
425,Shahrak,AF,34.1074,64.3052,56.68,46,2,4.92,clear sky
426,Urangan,AU,-25.3,152.9,65.14,59,55,4.16,broken clouds
427,Indramayu,ID,-6.3264,108.32,74.3,77,94,8.52,overcast clouds
428,Crucecita,AR,-28.95,-58.9833,62.17,81,52,6.24,broken clouds
429,Moree,AU,-29.4667,149.85,58.32,64,15,11.79,few clouds
430,San Fernando De Apure,VE,7.8878,-67.4724,78.93,88,66,1.97,broken clouds
431,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,77.65,37,2,5.75,clear sky
432,Wadesboro,US,34.9682,-80.0767,89.08,40,40,0.0,scattered clouds
433,Hami,CN,42.8,93.45,80.98,30,16,13.71,few clouds
434,Byalynichy,BY,53.9983,29.7126,54.84,76,17,3.94,few clouds
435,Poputnaya,RU,44.5125,41.4392,71.74,77,34,3.38,scattered clouds
436,Thunder Bay,CA,48.4001,-89.3168,71.58,40,75,14.97,broken clouds
437,Karachi,PK,24.9056,67.0822,82.22,69,75,13.8,smoke
438,Kourou,GF,5.1552,-52.6478,82.45,85,14,9.8,few clouds
439,Labrador City,CA,52.9463,-66.9114,55.31,94,100,8.05,light rain
440,Puerto Madryn,AR,-42.7692,-65.0385,61.43,41,81,17.96,broken clouds
441,Baikonur,KZ,45.6167,63.3167,80.22,42,0,8.68,clear sky
442,Grand Falls-Windsor,CA,48.9332,-55.6649,59.5,89,100,1.01,light rain
443,Cedeira,ES,43.6797,-8.0209,69.39,80,2,11.43,clear sky
444,Kingston,JM,17.997,-76.7936,87.24,81,75,19.57,broken clouds
445,Parauapebas,BR,-6.0675,-49.9022,81.03,60,35,2.68,scattered clouds
446,Yulinshi,CN,38.2906,109.7494,74.7,68,46,10.71,scattered clouds
447,Peterhead,GB,57.5058,-1.7981,55.8,75,100,6.22,overcast clouds
448,Ha Tinh,VN,18.3333,105.9,81.72,70,97,5.44,overcast clouds
449,Nyurba,RU,63.2842,118.3319,65.34,59,1,8.14,clear sky
450,Tuban,ID,-6.8976,112.0649,71.35,87,56,7.54,broken clouds
451,Ugoofaaru,MV,5.6667,73.0,81.86,79,100,13.8,light rain
452,Reggane,DZ,26.7158,0.1714,99.68,10,0,16.75,clear sky
453,Montepuez,MZ,-13.1256,38.9997,65.08,72,18,8.12,few clouds
454,Lata,PT,40.1629,-8.3327,60.49,96,0,1.83,clear sky
455,Zhigalovo,RU,54.8097,105.1578,63.48,98,100,9.4,heavy intensity rain
456,Orting,US,47.0979,-122.2043,77.31,74,75,3.44,broken clouds
457,Sint Michiel Liber,CW,12.15,-68.9833,85.82,84,20,13.8,few clouds
458,Baoqing,CN,46.3317,132.2111,69.96,94,100,3.42,heavy intensity rain
459,Singkil,ID,-7.9855,111.4161,67.51,94,70,4.43,broken clouds
460,Ciudad Lazaro Cardenas,MX,17.9583,-102.2,87.37,68,32,4.43,scattered clouds
461,Polyarnyy,RU,69.1989,33.4478,64.45,75,0,7.05,clear sky
462,Teguise,ES,29.0605,-13.564,71.82,78,20,21.85,few clouds
463,Nabire,ID,-3.3667,135.4833,79.21,76,54,3.4,broken clouds
464,Pochinok,RU,54.4068,32.4407,52.48,71,13,2.15,few clouds
465,Sosnovo-Ozerskoye,RU,52.5249,111.5418,62.47,95,100,15.35,moderate rain
466,Nizhniy Kuranakh,RU,58.8353,125.4869,67.68,75,70,3.69,broken clouds
467,Hurricane,US,37.1753,-113.2899,102.54,40,80,10.47,broken clouds
468,Ewo,CG,-0.8725,14.8206,77.67,63,100,3.06,overcast clouds
469,Taro,ID,-8.3862,115.28,66.2,90,79,1.16,broken clouds
470,Rongelap,MH,11.1635,166.8941,82.65,76,42,9.1,scattered clouds
471,Christchurch,NZ,-43.5333,172.6333,41.32,68,100,12.66,overcast clouds
472,Cestos City,LR,5.46,-9.5828,77.27,83,100,14.7,light rain
473,Siwa Oasis,EG,29.2041,25.5195,86.16,33,0,7.58,clear sky
474,Capitao Poco,BR,-1.7464,-47.0594,74.53,91,69,6.49,broken clouds
475,Gaoping,CN,30.7758,106.1029,80.64,88,51,2.91,broken clouds
476,Palikir - National Government Center,FM,6.9248,158.1611,81.45,89,100,4.61,light rain
477,Chojnice,PL,53.6955,17.557,52.79,85,100,5.35,overcast clouds
478,Igarka,RU,67.4667,86.5833,55.8,95,98,5.06,light rain
479,Back Mountain,US,41.3359,-75.9963,73.45,92,63,4.45,broken clouds
480,Rzhev,RU,56.2624,34.3282,53.46,75,2,5.03,clear sky
481,Spodnje Hoce,SI,46.5,15.65,59.2,88,97,4.61,overcast clouds
482,Mandan,US,46.8267,-100.8896,80.37,65,0,9.22,clear sky
483,Iskateley,RU,67.6803,53.1512,51.37,88,26,5.39,scattered clouds
484,Myrina,GR,39.8797,25.0742,72.64,60,0,3.44,clear sky
485,Plaza Huincul,AR,-38.926,-69.2086,53.15,10,97,1.99,overcast clouds
486,Batroun,LB,34.2553,35.6581,81.55,79,0,2.53,clear sky
487,Salym,RU,60.0625,71.4789,48.69,80,12,7.25,few clouds
488,Kailua-Kona,US,19.6406,-155.9956,87.76,72,40,12.66,scattered clouds
489,Amstetten,AT,48.1229,14.8721,58.01,100,99,1.95,light rain
490,Breckenridge,US,32.7557,-98.9023,111.4,17,40,10.36,scattered clouds
491,Campbell River,CA,50.0163,-125.2446,68.38,77,75,3.44,broken clouds
492,Williamsburg,US,37.2707,-76.7075,87.84,60,20,5.75,few clouds
493,Tomatlan,MX,19.9333,-105.25,90.25,66,26,6.91,scattered clouds
494,Aras-Asan,PH,8.8908,126.3033,77.31,89,100,6.87,overcast clouds
495,Seagoville,US,32.6396,-96.5383,107.4,28,0,14.97,clear sky
496,Les Cayes,HT,18.2,-73.75,84.54,77,13,7.54,few clouds
497,Salamanca,ES,40.8333,-6.0,70.99,52,5,6.35,clear sky
498,Santiago,CL,-33.4569,-70.6483,63.34,60,100,5.75,haze
499,Yamada,JP,39.4667,141.95,82.06,78,23,14.34,few clouds
500,Lloydminster,CA,53.2835,-110.0016,66.42,59,75,17.27,broken clouds
501,Acapulco De Juarez,MX,16.8634,-99.8901,87.62,70,100,8.05,overcast clouds
502,Pithora,IN,21.2667,82.5167,74.52,84,9,4.9,clear sky
503,Luza,RU,60.6308,47.2512,60.78,95,26,3.53,scattered clouds
504,Taroa,MH,8.7058,171.2275,81.9,78,94,11.86,overcast clouds
505,Banda Aceh,ID,5.5577,95.3222,78.57,82,86,12.73,overcast clouds
506,Puerto Maldonado,PE,-12.6,-69.1833,86.4,66,0,3.44,clear sky
507,Ouadda,CF,8.0777,22.4007,67.66,98,100,2.89,overcast clouds
508,Severo-Yeniseyskiy,RU,60.3725,93.0408,50.76,88,29,4.65,scattered clouds
509,Touros,BR,-5.1989,-35.4608,76.32,81,65,16.17,broken clouds
510,Novovarshavka,RU,54.1721,74.6946,62.6,58,6,2.95,clear sky
511,Motul,MX,21.1,-89.2833,98.6,60,30,11.1,scattered clouds
512,Dombarovskiy,RU,50.7587,59.5386,61.57,81,40,15.01,scattered clouds
513,Manadhoo,MV,5.7667,73.3833,82.08,79,100,14.92,light rain
514,Greymouth,NZ,-42.4667,171.2,44.4,58,28,8.79,scattered clouds
515,Pedernales,DO,18.0384,-71.744,86.14,74,38,4.9,light rain
516,Savelugu,GH,9.6244,-0.8253,74.73,90,100,10.42,light rain
517,Yauya,PE,-8.9833,-77.3,55.9,56,67,7.54,broken clouds
518,Jertih,MY,5.7336,102.4897,75.0,93,58,3.58,broken clouds
519,Kununurra,AU,-15.7667,128.7333,62.58,63,63,0.0,broken clouds
520,Mina Clavero,AR,-31.721,-65.0062,57.42,47,99,4.94,overcast clouds
521,Bowen,AU,-20.0167,148.2333,67.96,71,18,12.28,few clouds
522,Darwin,AU,-12.4611,130.8418,75.18,78,0,8.05,clear sky
523,Colac,AU,-38.3333,143.5833,47.84,91,43,10.25,light rain
524,Juruti,BR,-2.1522,-56.0922,84.24,55,18,3.94,few clouds
525,Noshiro,JP,40.2039,140.0242,86.09,66,33,7.63,scattered clouds
526,Rouyn-Noranda,CA,48.2398,-79.0288,77.09,47,75,11.5,broken clouds
527,Alaghsas,NE,17.0187,8.0168,75.33,71,59,38.54,moderate rain
528,Forster,AU,-32.1667,152.5167,58.28,49,90,6.53,overcast clouds
529,Brigantine,US,39.4101,-74.3646,84.99,57,0,11.5,clear sky
530,Fale Old Settlement,TK,-9.3852,-171.2468,83.14,78,40,14.79,scattered clouds
531,San Ignacio,BZ,17.1561,-89.0714,86.14,70,0,4.61,clear sky
532,Santa Cruz,BO,-17.8,-63.1667,82.45,51,0,14.97,clear sky
533,Hadibu,YE,12.65,54.0333,78.04,81,75,17.81,broken clouds
534,Muynoq,UZ,43.7683,59.0214,84.42,35,2,10.16,clear sky
535,Dunedin,NZ,-45.8742,170.5036,43.81,65,29,5.99,scattered clouds
536,Duba,SA,27.3513,35.6901,86.77,62,0,2.04,clear sky
537,Vespasiano,BR,-19.6919,-43.9233,69.75,64,0,8.05,clear sky
538,Bandarbeyla,SO,9.4942,50.8122,76.15,79,99,27.69,overcast clouds
539,Umm Salal Muhammad,QA,25.4169,51.4039,94.82,66,2,6.44,clear sky
540,Vorgashor,RU,67.5833,63.95,44.87,91,23,7.52,few clouds
541,Byron Bay,AU,-28.65,153.6167,63.1,60,3,4.88,clear sky
542,Copala,MX,16.65,-98.9833,85.75,70,100,6.93,overcast clouds
543,Betio Village,KI,1.358,172.9211,86.04,73,98,3.6,overcast clouds
544,Aberdeen,GB,57.1437,-2.0981,57.65,91,75,2.3,broken clouds
545,Tubarjal,SA,30.4999,38.216,85.41,22,0,13.8,clear sky
546,Massenya,TD,11.4039,16.1705,71.1,96,100,4.16,overcast clouds
547,Taoudenni,ML,22.6783,-3.9836,105.91,13,47,22.68,scattered clouds
548,Suva,FJ,-18.1416,178.4415,74.68,88,75,5.75,broken clouds
549,Hani,TR,38.4167,40.4,83.16,24,0,3.91,clear sky
550,Greenville,US,35.6127,-77.3663,87.96,56,40,5.75,scattered clouds
551,Xinyuan,CN,37.3,99.0,50.34,89,68,1.48,broken clouds
552,Tarawa,KI,1.419,172.984,86.09,74,20,2.3,few clouds
553,Happy Valley-Goose Bay,CA,53.3168,-60.3315,62.91,82,100,8.05,light intensity shower rain
554,Boa Vista,BR,2.8197,-60.6733,82.38,74,75,5.75,broken clouds
555,Ialibu,PG,-6.2821,143.9935,55.78,97,100,2.64,overcast clouds
556,Maun,BW,-19.9833,23.4167,60.76,25,0,8.05,clear sky
557,Woolgoolga,AU,-30.1106,153.2007,62.47,58,10,8.08,clear sky
558,Batesville,US,35.7698,-91.641,73.81,100,100,9.22,overcast clouds
559,Prince Albert,CA,53.2001,-105.7677,66.15,52,100,14.97,overcast clouds
560,Necochea,AR,-38.5473,-58.7368,49.68,88,96,9.4,overcast clouds
561,Mil'Kovo,RU,55.6078,37.7956,65.34,68,45,7.87,scattered clouds
562,Anderson,US,34.5334,-82.6499,86.16,58,0,6.91,clear sky
